column_name
cd_ID
cd_ClaimID
cd_LineNumber
cd_ServiceDateFrom
cd_ServiceDateTo
cd_AssessmentDate
cd_PrescriptionDate
cd_RecertificationDate
cd_BeginTherapyDate
cd_LastCertificationDate
cd_LastSeenDate
cd_TestDateHemo
cd_TestDateCreatine
cd_ShippedDate
cd_LastXrayDate
cd_InitialTreatmentDate
cd_FacilityCode
cd_RevenueCode
cd_ProcedureQual
cd_ProcedureCode
cd_Amount
cd_Unit
cd_Quantity
cd_UnitRate
cd_NonCovered
cd_MEA
cd_PlaceOfService
cd_Modifier1
cd_Modifier2
cd_Modifier3
cd_Modifier4
cd_ProcedureDescription
cd_OralCavityDesignation1
cd_OralCavityDesignation2
cd_OralCavityDesignation3
cd_OralCavityDesignation4
cd_OralCavityDesignation5
cd_ProsthesisPlacementStatus
cd_DiagPointer1
cd_DiagPointer2
cd_DiagPointer3
cd_DiagPointer4
cd_EmergencyIndicator
cd_EPSDTIndicator
cd_FamilyPlanningIndicator
cd_CoPayStatus
cd_DME_Days
cd_DME_RentalPrice
cd_DME_PurchasePrice
cd_DME_FrequencyCode
cd_ToothNumber
cd_Surface
cd_EstimatedPlacementDate
cd_PriorPlacementDate
cd_AppliancePlacementDate
cd_ReplacementDate
cd_TreatmentStartDate
cd_TreatmentCompletionDate
cd_ServiceTax
cd_FacilityTax
cd_SalesTax
cd_Postage
cd_ApprovedAmount
cd_LineK3_01
cd_LineK3_02
cd_LineK3_03
cd_LineK3_04
cd_LineK3_05
cd_LineK3_06
cd_LineK3_07
cd_LineK3_08
cd_LineK3_09
cd_LineK3_10
cd_Remark
cd_AmbulancePatientCount
cd_LineID
cd_PredeterminationOfBenefitsID
cd_POB_OtherPayerID
cd_PriorAuthNo
cd_PriorAuthOtherPayerID
cd_RepricedClaimNo
cd_AdjustedRepricedClaimNo
cd_ReferralNo
cd_ReferralNoOtherPayerID
cd_RepricedLineNo
cd_AdjustedRepricedLineNo
cd_MammographyCertNo
cd_CLIANo
cd_CLIAFacilityID
cd_ImmunizationBatchNo
cd_ContractType
cd_CN1_RepricedAmount
cd_ContractPercentage
cd_ContractCode
cd_TermsDiscountPercentage
cd_ContractVersionID
cd_ReportType
cd_ReportTransmission
cd_AttachmentControlNumber
cd_ReportType2
cd_ReportTransmission2
cd_AttachmentControlNumber2
cd_ReportType3
cd_ReportTransmission3
cd_AttachmentControlNumber3
cd_RepricingMethodology
cd_RepricedAmount
cd_SavingsAmount
cd_RepricerID
cd_RepricingRate
cd_APG_Code
cd_APG_Amount
cd_ApprovedRevenueCode
cd_ApprovedProcedureCodeQual
cd_ApprovedProcedureCode
cd_ApprovedUnitCode
cd_ApprovedUnits
cd_RejectReason
cd_ComplianceCode
cd_ExceptionCode
cd_DrugCodeQual
cd_DrugCode
cd_DrugUnitPrice
cd_DrugUnitCode
cd_DrugUnits
cd_LinkSequenceNumber
cd_PrescriptionNumber
cd_PatientWeight
cd_AmbulanceTransportCode
cd_AmbulanceTransportReasonCode
cd_TransportDistance
cd_RoundTripPurposeDescription
cd_StretcherPurposeDescription
cd_DMECertificationType
cd_DMEDuration
cd_AmbulanceConditionIndicator
cd_AmbulanceConditionCode1
cd_AmbulanceConditionCode2
cd_AmbulanceConditionCode3
cd_AmbulanceConditionCode4
cd_AmbulanceConditionCode5
cd_HospiceEmployerCondIndicator
cd_HospiceEmployerCondCode
cd_DMERCConditionIndicator
cd_DMERCConditionCode1
cd_DMERCConditionCode2
cd_AttendingProviderLast
cd_AttendingProviderFirst
cd_AttendingProviderMiddle
cd_AttendingProviderSuffix
cd_AttendingProviderIDQual
cd_AttendingProviderID
cd_AttendingProviderOtherIDQual
cd_AttendingProviderOtherID
cd_OperatingProviderLast
cd_OperatingProviderFirst
cd_OperatingProviderMiddle
cd_OperatingProviderSuffix
cd_OperatingProviderIDQual
cd_OperatingProviderID
cd_OperatingProviderOtherIDQual
cd_OperatingProviderOtherID
cd_OtherProviderLast
cd_OtherProviderFirst
cd_OtherProviderMiddle
cd_OtherProviderSuffix
cd_OtherProviderIDQual
cd_OtherProviderID
cd_OtherProviderOtherIDQual
cd_OtherProviderOtherID
cd_RenderingProviderLast
cd_RenderingProviderFirst
cd_RenderingProviderMiddle
cd_RenderingProviderSuffix
cd_RenderingProviderIDQual
cd_RenderingProviderID
cd_RenderingProviderOtherIDQual
cd_RenderingProviderOtherID
cd_RenderingProviderSpecialty
cd_PurchasedServiceProviderLast
cd_PurchasedServiceProviderFirst
cd_PurchasedServiceProviderMiddle
cd_PurchasedServiceProviderSuffix
cd_PurchasedServiceProviderIDQual
cd_PurchasedServiceProviderID
cd_PurchasedServiceProviderOtherIDQual
cd_PurchasedServiceProviderOtherID
cd_FacilityName
cd_FacilityIDQual
cd_FacilityID
cd_FacilityAddress1
cd_FacilityAddress2
cd_FacilityCity
cd_FacilityState
cd_FacilityZip
cd_FacilityOtherIDQual
cd_FacilityOtherID
cd_SupervisingProviderLast
cd_SupervisingProviderFirst
cd_SupervisingProviderMiddle
cd_SupervisingProviderSuffix
cd_SupervisingProviderIDQual
cd_SupervisingProviderID
cd_SupervisingProviderOtherIDQual
cd_SupervisingProviderOtherID
cd_OrderingProviderLast
cd_OrderingProviderFirst
cd_OrderingProviderMiddle
cd_OrderingProviderSuffix
cd_OrderingProviderIDQual
cd_OrderingProviderID
cd_OrderingProviderOtherIDQual
cd_OrderingProviderOtherID
cd_ReferringProviderLast
cd_ReferringProviderFirst
cd_ReferringProviderMiddle
cd_ReferringProviderSuffix
cd_ReferringProviderIDQual
cd_ReferringProviderID
cd_ReferringProviderOtherIDQual
cd_ReferringProviderOtherID
cd_OtherPayer1ID
cd_OtherPayer1Paid
cd_OtherPayer1PaidProcedure
cd_OtherPayer1PaidRevenueCode
cd_OtherPayer1PaidQuantity
cd_OtherPayer1BundledLine
cd_OtherPayer1AdjustmentReasonGroup1
cd_OtherPayer1AdjustmentReason1
cd_OtherPayer1AdjustmentAmount1
cd_OtherPayer1AdjustmentQuantity1
cd_OtherPayer1AdjustmentReasonGroup2
cd_OtherPayer1AdjustmentReason2
cd_OtherPayer1AdjustmentAmount2
cd_OtherPayer1AdjustmentQuantity2
cd_OtherPayer1AdjustmentReasonGroup3
cd_OtherPayer1AdjustmentReason3
cd_OtherPayer1AdjustmentAmount3
cd_OtherPayer1AdjustmentQuantity3
cd_OtherPayer1AdjustmentReasonGroup4
cd_OtherPayer1AdjustmentReason4
cd_OtherPayer1AdjustmentAmount4
cd_OtherPayer1AdjustmentQuantity4
cd_OtherPayer1PaidDate
cd_OtherPayer1AmountOwed
cd_OtherPayer2ID
cd_OtherPayer2Paid
cd_OtherPayer2PaidProcedure
cd_OtherPayer2PaidRevenueCode
cd_OtherPayer2PaidQuantity
cd_OtherPayer2BundledLine
cd_OtherPayer2AdjustmentReasonGroup1
cd_OtherPayer2AdjustmentReason1
cd_OtherPayer2AdjustmentAmount1
cd_OtherPayer2AdjustmentQuantity1
cd_OtherPayer2AdjustmentReasonGroup2
cd_OtherPayer2AdjustmentReason2
cd_OtherPayer2AdjustmentAmount2
cd_OtherPayer2AdjustmentQuantity2
cd_OtherPayer2AdjustmentReasonGroup3
cd_OtherPayer2AdjustmentReason3
cd_OtherPayer2AdjustmentAmount3
cd_OtherPayer2AdjustmentQuantity3
cd_OtherPayer2AdjustmentReasonGroup4
cd_OtherPayer2AdjustmentReason4
cd_OtherPayer2AdjustmentAmount4
cd_OtherPayer2AdjustmentQuantity4
cd_OtherPayer2PaidDate
cd_OtherPayer2AmountOwed
ec_ID
ec_Filename
ec_ImageFilePath
ec_ImageFilename
ec_Version
ec_TradingPartnerIDType
ec_TradingPartnerID
ec_TransactionDate
ec_TransactionTime
ec_ReceiveDate
ec_SubmitterName
ec_SubmitterID
ec_SubmitterContact
ec_SubmitterTel
ec_SubmitterTelExt
ec_SubmitterFax
ec_SubmitterEmail
ec_ReceiverName
ec_ReceiverID
ec_TransactionType
ec_OrigAppTransactionID
ec_FedTaxIDQual
ec_FedTaxID
ec_BillProvIDType
ec_BillProvID
ec_BillProvNPI
ec_BillProvLast
ec_BillProvFirst
ec_BillProvMiddle
ec_BillProvSuffix
ec_BillProvSpecialty
ec_BillProvAddress
ec_BillProvAddress2
ec_BillProvCity
ec_BillProvState
ec_BillProvZip
ec_BillProvCountry
ec_BillProvSubdivision
ec_BillProvContact
ec_BillProvTel
ec_BillProvTelExt
ec_BillProvFax
ec_BillProvEmail
ec_BillProvOtherIDQual1
ec_BillProvOtherID1
ec_BillProvOtherIDQual2
ec_BillProvOtherID2
ec_BillProvOtherIDQual3
ec_BillProvOtherID3
ec_BillProvOtherIDQual4
ec_BillProvOtherID4
ec_BillProvOtherIDQual5
ec_BillProvOtherID5
ec_PayToProvIDType
ec_PayToProvID
ec_PayToProvTaxID
ec_PayToProvNPI
ec_PayToProvLast
ec_PayToProvFirst
ec_PayToProvMiddle
ec_PayToProvSuffix
ec_PayToProvSpecialty
ec_PayToProvAddress
ec_PayToProvAddress2
ec_PayToProvCity
ec_PayToProvState
ec_PayToProvZip
ec_PayToPayerIDType
ec_PayToPayerID
ec_PayToPayerTaxID
ec_PayToPayerLast
ec_PayToPayerFirst
ec_PayToPayerMiddle
ec_PayToPayerSuffix
ec_PayToPayerAddress
ec_PayToPayerAddress2
ec_PayToPayerCity
ec_PayToPayerState
ec_PayToPayerZip
ec_PayToPayerOtherIDQual
ec_PayToPayerOtherID
ec_SubscriberLast
ec_SubscriberFirst
ec_SubscriberMiddle
ec_SubscriberSuffix
ec_SubscriberIDType
ec_SubscriberID
ec_SubscriberAddress
ec_SubscriberAddress2
ec_SubscriberCity
ec_SubscriberState
ec_SubscriberZip
ec_SubscriberCountry
ec_SubscriberLocation
ec_SubscriberSubdivision
ec_SubscriberDOB
ec_SubscriberSex
ec_SubscriberEthnicity
ec_SubscriberMaritalStatus
ec_SubscriberCollectionMethod
ec_SubscriberSSN
ec_SubscriberAgencyClaimNo
ec_SubscriberMemberID
ec_SubscriberPersonalID
ec_SubscriberContact
ec_SubscriberTel
ec_SubscriberTelExt
ec_SubscriberEmail
ec_PayerName
ec_PayerIDType
ec_PayerID
ec_PayerAddress
ec_PayerAddress2
ec_PayerCity
ec_PayerState
ec_PayerZip
ec_PayerResponsibility
ec_PayerOtherIDQual1
ec_PayerOtherID1
ec_PayerOtherIDQual2
ec_PayerOtherID2
ec_PayerOtherIDQual3
ec_PayerOtherID3
ec_GroupNo
ec_GroupName
ec_InsuranceType
ec_FilingIndicator
ec_COBIndicator
ec_DataReceiverName
ec_ResponsibleLast
ec_ResponsibleFirst
ec_ResponsibleMiddle
ec_ResponsibleSuffix
ec_ResponsibleAddress
ec_ResponsibleAddress2
ec_ResponsibleCity
ec_ResponsibleState
ec_ResponsibleZip
ec_ResponsibleIDType
ec_ResponsibleID
ec_PatientLast
ec_PatientFirst
ec_PatientMiddle
ec_PatientSuffix
ec_PatientAddress
ec_PatientAddress2
ec_PatientCity
ec_PatientState
ec_PatientZip
ec_PatientCountry
ec_PatientLocation
ec_PatientSubdivision
ec_PatientIDType
ec_PatientID
ec_PatientSSN
ec_PatientMemberID
ec_PatientPersonalID
ec_PatientInsurancePolicy
ec_PatientAgencyClaimNo
ec_PatientDOB
ec_PatientSex
ec_PatientEthnicity
ec_PatientMaritalStatus
ec_PatientCollectionMethod
ec_PatientRelationship
ec_PatientPaid
ec_PregnancyIndicator
ec_PatientBirthweight
ec_PatientDeathDate
ec_PatientContact
ec_PatientTel
ec_PatientTelExt
ec_PatientEmail
ec_RendProvIDType
ec_RendProvID
ec_RendProvNPI
ec_RendProvTaxID
ec_RendProvLast
ec_RendProvFirst
ec_RendProvMiddle
ec_RendProvSuffix
ec_RendProvSpecialty
ec_RendProvOtherIDQual1
ec_RendProvOtherID1
ec_RendProvOtherIDQual2
ec_RendProvOtherID2
ec_RendProvOtherIDQual3
ec_RendProvOtherID3
ec_AttendProvLast
ec_AttendProvFirst
ec_AttendProvMiddle
ec_AttendProvSuffix
ec_AttendProvIDType
ec_AttendProvID
ec_AttendProvTaxID
ec_AttendProvNPI
ec_AttendProvOtherIDQual1
ec_AttendProvOtherID1
ec_AttendProvSpecialty
ec_OperatingProvLast
ec_OperatingProvFirst
ec_OperatingProvMiddle
ec_OperatingProvSuffix
ec_OperatingProvIDType
ec_OperatingProvID
ec_OperatingProvNPI
ec_OperatingProvTaxID
ec_OperatingProvOtherIDQual1
ec_OperatingProvOtherID1
ec_OperatingProvSpecialty
ec_OtherProvLast
ec_OtherProvFirst
ec_OtherProvMiddle
ec_OtherProvSuffix
ec_OtherProvIDType
ec_OtherProvID
ec_OtherProvTaxID
ec_OtherProvNPI
ec_OtherProvOtherIDQual1
ec_OtherProvOtherID1
ec_OtherProvSpecialty
ec_FacilityType
ec_FacilityIDType
ec_FacilityID
ec_FacilityNPI
ec_FacilityTaxID
ec_FacilityOtherIDQual1
ec_FacilityOtherID1
ec_FacilityOtherIDQual2
ec_FacilityOtherID2
ec_FacilityOtherIDQual3
ec_FacilityOtherID3
ec_FacilityName
ec_FacilityAddress
ec_FacilityAddress2
ec_FacilityCity
ec_FacilitySpecialty
ec_FacilityState
ec_FacilityZip
ec_FacilityContact
ec_FacilityTel
ec_FacilityTelExt
ec_RefProvLast
ec_RefProvFirst
ec_RefProvMiddle
ec_RefProvSuffix
ec_RefProvIDType
ec_RefProvID
ec_RefProvTaxID
ec_RefProvNPI
ec_RefProvOtherIDQual1
ec_RefProvOtherID1
ec_RefProvOtherIDQual2
ec_RefProvOtherID2
ec_RefProvOtherIDQual3
ec_RefProvOtherID3
ec_RefProvSpecialty
ec_PCProvLast
ec_PCProvFirst
ec_PCProvMiddle
ec_PCProvSuffix
ec_PCProvIDType
ec_PCProvID
ec_PCProvSpecialty
ec_PCProvOtherIDQual1
ec_PCProvOtherID1
ec_PCProvOtherIDQual2
ec_PCProvOtherID2
ec_PCProvOtherIDQual3
ec_PCProvOtherID3
ec_SupervProvLast
ec_SupervProvFirst
ec_SupervProvMiddle
ec_SupervProvSuffix
ec_SupervProvIDType
ec_SupervProvID
ec_SupervProvTaxID
ec_SupervProvNPI
ec_SupervProvOtherIDQual1
ec_SupervProvOtherID1
ec_SupervProvOtherIDQual2
ec_SupervProvOtherID2
ec_SupervProvOtherIDQual3
ec_SupervProvOtherID3
ec_SupervProvOtherIDQual4
ec_SupervProvOtherID4
ec_SupervProvSpecialty
ec_AssistSurgLast
ec_AssistSurgFirst
ec_AssistSurgMiddle
ec_AssistSurgSuffix
ec_AssistSurgIDType
ec_AssistSurgID
ec_AssistSurgTaxID
ec_AssistSurgNPI
ec_AssistSurgOtherIDQual1
ec_AssistSurgOtherID1
ec_AssistSurgSpecialty
ec_PickUpAddress
