column_name,Description
cp_ID,
cp_TradingPartnerID,
cp_EDIFileName,
cp_ImageFilePath,
cp_ImageFilename,
cp_FileDate,
cp_FileTime,
cp_LoadDate,
cp_LoadTime,
cp_TransactionHandlingCode,
cp_PaymentAmount,
cp_DebitCredit,
cp_PaymentMethod,
cp_PaymentFormat,
cp_SendingBankNoQual,
cp_SendingBankNo,
cp_SenderAccountNo,
cp_PayerID,
cp_PayerDivision,
cp_ReceivingBankNoQual,
cp_ReceivingBankNo,
cp_ReceiverAccountNoQual,
cp_ReceiverAccountNo,
cp_EffectiveDate,
cp_CheckNumber,
cp_TRNPayerID,
cp_SupplementalCode,
cp_CurrencyCode,
cp_ReceiverID,
cp_LocalVersionID,
cp_ProductionDate,
cp_PayerName,
cp_PlanID,
cp_PayerAddress1,
cp_PayerAddress2,
cp_PayerCity,
cp_PayerState,
cp_PayerZip,
cp_PayerIDNumber,
cp_SubmitterID,
cp_HIN,
cp_NAIC,
cp_PayerContact,
cp_PayerTelefon,
cp_PayerFax,
cp_PayerEmail,
cp_PayerTechnicalContact,
cp_PayerTechnicalTelefon,
cp_PayerTechnicalWebsite,
cp_PayerTechnicalEmail,
cp_PayerWebsite,
cp_PayeeName,
cp_PayeeIDQual,
cp_PayeeID,
cp_PayeeAddress1,
cp_PayeeAddress2,
cp_PayeeCity,
cp_PayeeState,
cp_PayeeZip,
cp_PayeeOtherID1Qual,
cp_PayeeOtherID1,
cp_PayeeOtherID2Qual,
cp_PayeeOtherID2,
cp_PayeeOtherID3Qual,
cp_PayeeOtherID3,
cp_RemittanceDeliveryCode,
cp_RemittanceDeliveryContact,
cp_RemittanceDeliveryCommNumber,
cp_ProviderID,
cp_FacilityTypeCode,
cp_TotalClaimCount,
cp_FiscalPeriodEndDate,
cp_TotalClaimChargeAmount,
cp_TotalCoveredChargeAmount,
cp_TotalNoncoveredChargeAmount,
cp_TotalDeniedChargeAmount,
cp_TotalProviderPaymentAmount,
cp_TotalInterestAmount,
cp_TotalContractualAdjustmentAmount,
cp_TotalGrammRudmanReductionAmount,
cp_TotalMSPPayerAmount,
cp_TotalBloodDeductibleAmount,
cp_TotalNonLabChargeAmount,
cp_TotalCoinsuranceAmount,
cp_TotalHCPCSReportedChargeAmount,
cp_TotalHCPCSPayableAmount,
cp_TotalDeductibleAmount,
cp_TotalProfessionalComponentAmount,
cp_TotalMSPPatientLiabilityMetAmount,
cp_TotalPatientReimbursementAmount,
cp_TotalPIPClaimCount,
cp_TotalPIPAdjustmentAmount,
cp_TotalDRGAmount,
cp_TotalFederalSpecificAmount,
cp_TotalHospitalSpecificAmount,
cp_TotalDisproportionateShareAmount,
cp_TotalCapitalAmount,
cp_TotalIndirectMedicalEducationAmount,
cp_TotalOutlierDayCount,
cp_TotalDayOutlierAmount,
cp_TotalCostOutlierAmount,
cp_AverageDRGLengthofStay,
cp_TotalDischargeCount,
cp_TotalCostReportDayCount,
cp_TotalCoveredDayCount,
cp_TotalNoncoveredDayCount,
cp_TotalMSPPassThroughAmount,
cp_AverageDRGweight,
cp_TotalPPSCapitalFSPDRGAmount,
cp_TotalPPSCapitalHSPDRGAmount,
cp_TotalPPSDSHDRGAmount,
pc_ID,
pc_PaymentID,
pc_ProviderID,
pc_FacilityType,
pc_FiscalPeriodDate,
pc_ClaimCount,
pc_PositionInSummary,
pc_TotalCharges,
pc_ClaimID,
pc_ClaimPositionInFile,
pc_ClaimStatus,
pc_ClaimAmount,
pc_ClaimPaid,
pc_PatientResponsibility,
pc_InsuranceType,
pc_PayersClaimID,
pc_FacilityTypeCode,
pc_ClaimFrequency,
pc_DRGCode,
pc_DRGWeight,
pc_DischargeFraction,
pc_PreDeterminationNum,
pc_PriorAuthNum,
pc_AuthorizationNum,
pc_RepricedClaimNum,
pc_ClassofContract,
pc_MedicalRecordNum,
pc_OrigRefNo,
pc_MemberID,
pc_SSN,
pc_PolicyNumber,
pc_GroupNumber,
pc_EmployerID,
pc_OtherInsuredGroupNo,
pc_AdjRepricedClaimReferenceNo,
pc_ReceivedDate,
pc_StatementBegin,
pc_StatementEnd,
pc_ExpirationDate,
pc_ClaimOfficeContact,
pc_ClaimOfficePhone,
pc_ClaimOfficeExt,
pc_ClaimOfficeFax,
pc_ClaimOfficeEmail,
pc_CoverageAmount,
pc_PatientPaid,
pc_DiscountAmount,
pc_Tax,
pc_AMTQual1,
pc_AMT1,
pc_AMTQual2,
pc_AMT2,
pc_QTYQual1,
pc_QTY1,
pc_QTYQual2,
pc_QTY2,
pc_CoveredDaysOrVisitsCount,
pc_PPSOperatingOutlierAmount,
pc_LifetimePsychiatricDaysCount,
pc_ClaimDRGAmount,
pc_MIA_ClaimPaymentRemarkCode1,
pc_MIA_ClaimPaymentRemarkCode2,
pc_MIA_ClaimPaymentRemarkCode3,
pc_MIA_ClaimPaymentRemarkCode4,
pc_MIA_ClaimPaymentRemarkCode5,
pc_ClaimDisproportionateShareAmount,
pc_ClaimMSPPassthroughAmount,
pc_ClaimPPSCapitalAmount,
pc_PPSCapitalFSPDRGAmount,
pc_PPSCapitalHSPDRGAmount,
pc_PPSCapitalDSHDRGAmount,
pc_OldCapitalAmount,
pc_PPSCapitalIMEamount,
pc_PPSOperatingHospitalSpecificDRGAmount,
pc_CostReportDayCount,
pc_PPSOperatingFederalSpecificDRGAmount,
pc_ClaimPPSCapitalOutlierAmount,
pc_ClaimIndirectTeachingAmount,
pc_NonpayableProfessionalComponentAmount,
pc_PPSCapitalExceptionAmount,
pc_ReimbursementRate,
pc_ClaimHCPCSPayableAmount,
pc_MOA_ClaimPaymentRemarkCode1,
pc_MOA_ClaimPaymentRemarkCode2,
pc_MOA_ClaimPaymentRemarkCode3,
pc_MOA_ClaimPaymentRemarkCode4,
pc_MOA_ClaimPaymentRemarkCode5,
pc_ClaimESRDPaymentAmount,
pc_NonpayableProfComponentAmount,
pc_PatientLast,
pc_PatientFirst,
pc_PatientMiddle,
pc_PatientSuffix,
pc_PatientIDQual,
pc_PatientID,
pc_InsuredLast,
pc_InsuredFirst,
pc_InsuredMiddle,
pc_InsuredSuffix,
pc_InsuredIDQual,
pc_InsuredID,
pc_CorrectedInsuredLast,
pc_CorrectedInsuredFirst,
pc_CorrectedInsuredMiddle,
pc_CorrectedInsuredSuffix,
pc_CorrectedInsuredIDQual,
pc_CorrectedInsuredID,
pc_RenderingLast,
pc_RenderingFirst,
pc_RenderingMiddle,
pc_RenderingSuffix,
pc_RenderingIDQual,
pc_RenderingID,
pc_BlueCrossID,
pc_MedicareID,
pc_MedicaidID,
pc_RendProvOtherIDQual1,
pc_RendProvOtherID1,
pc_RendProvOtherIDQual2,
pc_RendProvOtherID2,
pc_CrossOverPayerName,
pc_CrossOverPayerIDQual,
pc_CrossOverPayerID,
pc_CorrectedPayerName,
pc_CorrectedPayerIDQual,
pc_CorrectedPayerID,
pc_OtherSubscriberLast,
pc_OtherSubscriberFirst,
pc_OtherSubscriberMiddle,
pc_OtherSubscriberSuffix,
pc_OtherSubscriberIDQual,
pc_OtherSubscriberID,
pcl_ID,
pcl_ClaimID,
pcl_ProcedureCodeQual,
pcl_ProcedureCode,
pcl_ProcedureModifier1,
pcl_ProcedureModifier2,
pcl_ProcedureModifier3,
pcl_ProcedureModifier4,
pcl_ChargedAmount,
pcl_PaidAmount,
pcl_RevenueCode,
pcl_UnitsPaid,
pcl_SubmittedProcedureCodeQual,
pcl_SubmittedProcedureCode,
pcl_SubmittedProcedureModifier1,
pcl_SubmittedProcedureModifier2,
pcl_SubmittedProcedureModifier3,
pcl_SubmittedProcedureModifier4,
pcl_SubmittedProcedureCodeDesc,
pcl_UnitsCharged,
pcl_ServiceDate,
pcl_ServicePeriodStart,
pcl_ServicePeriodEnd,
pcl_ProviderControlNo,
pcl_AuthNo,
pcl_AttachmentCode,
pcl_LocationNumber,
pcl_PriorAuthNo,
pcl_HealthcarePolicyID,
pcl_APGNumber,
pcl_AmbPaymentClassification,
pcl_PredeterminationOfBenefitsID,
pcl_RateCodeNo,
pcl_StateLicenseNo,
pcl_BlueCrossProviderNo,
pcl_BlueShieldProviderNo,
pcl_MedicareProviderNo,
pcl_MedicaidProviderNo,
pcl_ProviderUPIN,
pcl_CHAMPUS_ID,
pcl_FacilityID,
pcl_NCPDPPharmacyNo,
pcl_ProviderCommercialNo,
pcl_NationalProviderID,
pcl_SSN,
pcl_FedTaxID,
pcl_AllowedAmount,
pcl_Tax,
pcl_AMTQual1,
pcl_AMT1,
pcl_AMTQual2,
pcl_AMT2,
pcl_QTYQual1,
pcl_QTY1,
pcl_QTYQual2,
pcl_QTY2,
pcl_RemarkCodes,
pcla_ID,
pcla_LineID,
